Data Source,Tag,Name,Parent FQN,Type
tb1-process-plc,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank400,Production_History[0].Wet_Fill_Station4_Volume_Req_Tank400,tb1-process-model.wet_fill_station4_volume_req_tank400,property
,,wet_fill_station5_complete,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Complete,Production_History[0].Wet_Fill_Station5_Complete,tb1-process-model.wet_fill_station5_complete,property
,,wet_fill_station5_nozzle1_duration,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Duration,Production_History[0].Wet_Fill_Station5_Nozzle1_Duration,tb1-process-model.wet_fill_station5_nozzle1_duration,property
,,wet_fill_station5_nozzle1_start_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle1_Start_Time.Day,Production_History[0].Wet_Fill_Station5_Nozzle1_Start_Time.Day,tb1-process-model.wet_fill_station5_nozzle1_start_time.day,property
,,wet_fill_station5_nozzle2_duration,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Duration,Production_History[0].Wet_Fill_Station5_Nozzle2_Duration,tb1-process-model.wet_fill_station5_nozzle2_duration,property
,,wet_fill_station5_nozzle2_start_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle2_Start_Time.Day,Production_History[0].Wet_Fill_Station5_Nozzle2_Start_Time.Day,tb1-process-model.wet_fill_station5_nozzle2_start_time.day,property
,,wet_fill_station5_nozzle3_duration,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Duration,Production_History[0].Wet_Fill_Station5_Nozzle3_Duration,tb1-process-model.wet_fill_station5_nozzle3_duration,property
,,wet_fill_station5_nozzle3_start_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle3_Start_Time.Day,Production_History[0].Wet_Fill_Station5_Nozzle3_Start_Time.Day,tb1-process-model.wet_fill_station5_nozzle3_start_time.day,property
,,wet_fill_station5_nozzle4_duration,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Duration,Production_History[0].Wet_Fill_Station5_Nozzle4_Duration,tb1-process-model.wet_fill_station5_nozzle4_duration,property
,,wet_fill_station5_nozzle4_start_time.day,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Nozzle4_Start_Time.Day,Production_History[0].Wet_Fill_Station5_Nozzle4_Start_Time.Day,tb1-process-model.wet_fill_station5_nozzle4_start_time.day,property
,,wet_fill_station5_op_required,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Op_Required,Production_History[0].Wet_Fill_Station5_Op_Required,tb1-process-model.wet_fill_station5_op_required,property
,,wet_fill_station5_volume_disp_tank100,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank100,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank100,tb1-process-model.wet_fill_station5_volume_disp_tank100,property
,,wet_fill_station5_volume_disp_tank200,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank200,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank200,tb1-process-model.wet_fill_station5_volume_disp_tank200,property
,,wet_fill_station5_volume_disp_tank300,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank300,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank300,tb1-process-model.wet_fill_station5_volume_disp_tank300,property
,,wet_fill_station5_volume_disp_tank400,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank400,Production_History[0].Wet_Fill_Station5_Volume_Disp_Tank400,tb1-process-model.wet_fill_station5_volume_disp_tank400,property
,,wet_fill_station5_volume_req_tank100,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank100,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank100,tb1-process-model.wet_fill_station5_volume_req_tank100,property
,,wet_fill_station5_volume_req_tank200,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank200,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank200,tb1-process-model.wet_fill_station5_volume_req_tank200,property
,,wet_fill_station5_volume_req_tank300,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank300,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank300,tb1-process-model.wet_fill_station5_volume_req_tank300,property
,,wet_fill_station5_volume_req_tank400,tb1-process-model,node
tb1-process-plc,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank400,Production_History[0].Wet_Fill_Station5_Volume_Req_Tank400,tb1-process-model.wet_fill_station5_volume_req_tank400,property
